income,age,employment_years,num_credit_lines,outstanding_debt,credit_utilisation,late_payments,delinquencies,mortgage,loan_amount,default
35296.99,32,5,10,22534.61,0.638,1,0,1,4994.6,1
89164.87,73,27,3,16652.04,0.187,1,0,0,0.0,0
67841.42,74,4,4,13026.59,0.192,1,0,0,0.0,1
22941.24,54,34,6,1464.01,0.064,2,0,0,10101.34,1
52951.48,28,25,5,15389.29,0.291,0,0,0,15744.71,1
23369.54,62,1,3,9578.28,0.41,2,0,1,26252.87,1
8000.0,23,4,9,13665.27,1.708,3,0,1,6877.09,1
60390.22,37,7,4,0.0,0.0,0,0,0,3965.79,0
63201.86,54,38,7,16659.86,0.264,1,4,0,7262.97,1
60921.05,21,23,7,35031.9,0.575,0,4,0,10419.92,1
30602.7,40,11,11,27221.0,0.889,0,0,1,26023.36,1
36664.49,63,11,5,14011.48,0.382,1,0,0,8084.39,1
54995.31,23,1,5,53935.8,0.981,0,3,1,0.0,1
47829.92,38,8,10,6122.69,0.128,0,0,0,11862.52,0
32127.25,18,34,5,11912.64,0.371,0,0,0,8846.81,1
8000.0,55,23,3,0.0,0.0,0,0,1,7623.4,0
42277.5,22,14,0,8173.22,0.193,0,0,1,5326.05,0
61580.19,34,0,3,42975.23,0.698,1,0,0,28709.11,1
16048.23,47,13,2,6122.61,0.381,0,0,0,2953.84,1
52775.19,30,15,3,0.0,0.0,0,0,1,0.0,0
46630.83,31,4,6,27743.07,0.595,1,0,1,2003.06,1
55002.97,65,24,6,21338.45,0.388,2,0,1,3098.83,1
57439.51,62,26,2,28203.64,0.491,2,0,0,0.0,1
26110.7,22,39,5,8155.3,0.312,0,0,0,6111.76,1
8000.0,66,14,5,0.0,0.0,1,0,1,24132.56,0
29329.61,44,11,0,10178.61,0.347,0,0,0,0.0,1
57782.55,26,32,3,24100.93,0.417,0,0,0,0.0,1
29159.92,69,14,8,11831.09,0.406,2,0,0,15456.45,1
26119.13,37,25,0,18431.24,0.706,0,0,0,5992.16,1
8000.0,36,29,3,2747.73,0.343,2,0,1,4183.52,1
75052.95,26,35,5,23881.74,0.318,0,0,1,18800.07,1
56514.27,68,12,1,15606.22,0.276,0,3,0,2455.87,1
55397.92,34,24,7,4951.68,0.089,0,0,1,0.0,1
59354.51,51,5,8,18034.7,0.304,1,0,0,16006.61,1
51534.17,31,31,4,9353.03,0.181,0,0,1,7393.04,1
35113.42,69,1,2,22768.81,0.648,1,0,1,6857.84,1
36724.72,62,27,9,26769.83,0.729,1,0,0,0.0,1
31448.71,46,8,2,20667.94,0.657,0,0,1,0.0,1
92694.82,37,18,1,0.0,0.0,1,0,1,6009.61,1
51118.24,55,3,0,640.26,0.013,0,0,1,0.0,0
30723.99,46,27,1,3523.75,0.115,1,0,1,17555.35,1
49309.94,71,19,10,2986.28,0.061,2,0,0,7356.9,1
19782.62,56,26,11,3835.56,0.194,1,0,0,5598.72,0
70090.13,19,13,6,30887.74,0.441,1,0,0,17745.44,1
26778.62,64,0,11,23157.68,0.865,1,0,0,2167.36,1
50021.71,28,23,8,8644.4,0.173,0,0,1,11856.62,1
61319.55,35,27,4,25008.86,0.408,2,0,1,8007.77,1
47695.37,42,26,8,19702.17,0.413,0,0,1,16394.96,1
41889.4,29,10,5,13696.06,0.327,1,0,1,12379.44,1
40216.04,71,28,11,31244.97,0.777,0,0,0,14267.35,1
38871.18,73,21,10,3967.67,0.102,0,0,1,2906.94,1
28466.03,26,8,10,13638.0,0.479,2,0,0,2402.82,1
31010.33,36,4,6,0.0,0.0,1,0,0,7100.67,1
69591.81,39,13,6,1915.24,0.028,0,0,1,14207.48,0
37829.27,56,0,1,0.0,0.0,1,0,1,11813.82,0
24284.07,52,28,7,0.0,0.0,0,0,1,15794.72,0
29674.05,56,0,1,14213.91,0.479,0,0,0,0.0,1
62007.41,19,1,6,11663.48,0.188,0,0,0,0.0,1
53512.13,47,6,1,11303.14,0.211,0,0,0,3222.67,1
51206.58,30,13,5,10633.21,0.208,1,0,0,1505.52,1
34849.58,31,0,9,40076.1,1.15,1,0,1,0.0,1
51467.25,62,25,3,0.0,0.0,1,0,1,5916.06,1
27128.78,26,5,7,0.0,0.0,1,0,1,0.0,0
34807.72,19,32,3,799.43,0.023,0,0,0,2442.77,1
59396.09,45,22,3,14861.19,0.25,0,0,0,0.0,0
57485.55,59,3,2,23470.12,0.408,0,0,1,0.0,1
20361.8,47,16,1,21314.99,1.047,0,0,0,0.0,1
22889.47,27,5,4,26458.52,1.156,1,0,0,0.0,1
42174.04,62,39,1,12593.82,0.299,1,0,1,13155.85,1
74522.65,39,23,10,11507.45,0.154,0,0,0,5174.85,1
8000.0,58,32,8,35301.91,4.412,1,0,0,9111.33,1
45566.66,29,14,2,0.0,0.0,3,0,1,5950.95,0
12479.13,69,5,10,12189.3,0.977,2,0,0,14358.51,1
27313.38,34,9,4,19181.44,0.702,0,0,1,13013.83,1
32711.43,73,16,6,41376.4,1.265,1,1,0,13305.65,1
31589.83,39,30,8,0.0,0.0,0,0,0,6140.92,0
29324.08,59,17,9,6630.34,0.226,2,0,1,7637.76,1
40144.14,46,37,0,0.0,0.0,0,0,0,0.0,1
29294.89,22,14,3,0.0,0.0,0,0,0,976.0,1
10750.85,23,9,4,8007.2,0.745,0,0,0,15350.46,1
55597.39,41,19,7,28056.15,0.505,0,0,0,2471.19,0
55057.44,29,4,10,33595.29,0.61,2,0,0,5445.58,1
56863.49,52,26,5,7708.26,0.136,2,0,0,13967.19,1
9185.31,25,4,5,20916.42,2.277,0,0,1,10349.1,1
45978.36,51,25,1,11632.06,0.253,0,0,0,8040.19,1
53519.58,29,15,6,23700.56,0.443,2,0,1,5521.37,1
19375.96,28,14,5,29254.72,1.51,0,0,1,16063.61,1
40183.46,38,24,7,11104.89,0.276,0,0,0,1334.84,1
37674.67,51,28,10,29922.08,0.794,0,0,0,11134.93,1
76843.01,40,37,6,0.0,0.0,1,0,0,5146.26,1
78489.92,37,11,0,27696.65,0.353,0,0,1,13320.04,1
8000.0,37,32,9,26305.1,3.288,1,0,0,14186.93,1
89878.54,37,33,5,32940.99,0.367,0,0,0,9045.94,1
21695.49,41,39,5,0.0,0.0,1,0,1,18436.72,0
59613.47,65,38,10,12874.18,0.216,0,1,1,14860.98,0
59409.96,50,31,7,20473.62,0.345,0,0,1,5046.27,1
20086.2,42,11,9,18654.41,0.929,0,0,1,10092.46,1
49865.36,60,27,10,16724.68,0.335,0,0,1,10514.84,1
37849.33,48,31,5,35222.73,0.931,1,0,0,17435.94,1
51086.6,72,11,11,0.0,0.0,1,0,1,0.0,0
44613.45,50,32,2,10857.58,0.243,2,0,1,18662.4,1
63926.79,30,28,10,0.0,0.0,1,0,0,0.0,1
41507.99,50,19,10,23469.53,0.565,1,0,1,12377.75,1
36642.52,62,34,1,21983.54,0.6,0,0,0,12308.47,1
61921.28,30,3,1,66421.18,1.073,1,0,1,5954.92,1
51607.92,29,27,0,30556.19,0.592,0,0,1,13790.92,1
54636.27,52,31,3,20434.1,0.374,0,0,0,0.0,1
26708.27,68,1,11,16494.25,0.618,0,0,0,21.64,1
19094.74,37,16,1,7160.31,0.375,0,0,1,0.0,1
28645.56,46,20,0,14821.87,0.517,0,0,1,1371.84,1
27583.57,55,8,5,16902.09,0.613,1,0,1,18307.18,1
55723.99,55,35,4,0.0,0.0,0,0,0,20243.04,1
59519.68,26,25,7,18905.67,0.318,3,0,1,7042.39,1
36897.39,40,11,7,15204.88,0.412,1,0,1,9802.61,1
68618.38,74,17,9,43172.04,0.629,0,0,1,27054.05,1
67369.39,68,4,4,14761.86,0.219,1,0,0,3817.54,0
44867.98,62,3,5,3003.62,0.067,0,0,0,1240.42,1
23562.16,19,29,0,16384.2,0.695,0,0,1,17092.21,1
71507.53,41,39,11,18265.97,0.255,0,0,1,2726.22,1
38779.65,20,11,2,11918.96,0.307,0,0,0,0.0,1
42523.3,35,9,7,0.0,0.0,3,0,0,16658.86,0
33207.9,67,27,10,10980.5,0.331,1,0,1,21545.24,1
22204.19,40,20,7,3532.54,0.159,0,0,1,3053.54,1
10627.21,27,5,7,7815.5,0.735,0,0,0,7650.14,1
52657.37,59,26,2,26248.04,0.498,0,0,0,16854.03,1
24331.98,61,8,8,2315.48,0.095,0,0,1,403.75,1
101190.62,55,4,2,16800.57,0.166,0,0,0,17356.53,1
18278.53,64,18,8,19945.93,1.091,1,0,1,22473.81,1
14852.35,58,29,6,7444.2,0.501,0,0,0,0.0,1
50202.77,54,20,5,54158.07,1.079,0,0,1,0.0,1
70586.27,68,25,8,20791.62,0.295,0,0,1,0.0,1
41291.79,36,9,8,0.0,0.0,0,0,1,2811.57,0
51444.85,44,19,2,2554.94,0.05,1,0,1,0.0,1
8000.0,50,28,4,0.0,0.0,1,0,1,18844.81,1
26449.77,56,21,5,269.58,0.01,0,0,0,0.0,0
18527.69,45,9,1,19907.44,1.074,1,0,0,3938.69,1
8000.0,43,38,4,0.0,0.0,0,0,0,11595.63,0
42339.6,27,2,0,9265.87,0.219,1,0,1,0.0,1
8000.0,54,36,5,27941.2,3.492,2,0,1,8072.64,1
13556.08,25,28,2,3559.03,0.263,0,0,0,14451.48,1
29256.12,45,4,2,22997.91,0.786,1,0,0,38968.25,1
23374.28,41,10,9,0.0,0.0,0,0,1,11778.62,0
47928.17,62,14,1,9233.59,0.193,0,0,0,0.0,1
46111.6,45,38,1,1321.98,0.029,2,0,1,14897.4,1
57875.97,18,20,3,20284.16,0.35,0,0,0,11063.87,1
55047.67,46,10,0,0.0,0.0,1,0,1,12994.42,1
62816.26,30,36,10,47326.48,0.753,0,0,0,7010.34,1
39961.63,39,4,11,0.0,0.0,0,0,0,16782.7,0
46069.34,34,32,9,31643.65,0.687,0,0,0,5483.66,1
50230.27,27,33,9,28197.18,0.561,0,0,1,11053.66,1
42833.13,71,15,1,18931.23,0.442,0,0,1,10029.39,1
32056.11,32,1,6,14022.11,0.437,0,0,1,9048.83,1
33351.15,46,35,1,41159.5,1.234,1,0,1,4724.16,1
23648.83,65,38,3,49429.34,2.09,1,0,1,19164.22,1
48432.34,38,15,5,11734.23,0.242,0,0,0,21768.43,1
38119.7,71,7,8,16178.51,0.424,1,0,0,27328.4,1
26736.52,41,10,3,4387.65,0.164,0,0,1,9303.21,1
26755.1,71,5,3,0.0,0.0,0,0,0,10283.61,0
15792.03,43,24,9,18525.89,1.173,0,0,1,10896.92,1
59576.83,18,20,2,19702.02,0.331,0,0,0,114.73,1
41572.35,67,14,5,0.0,0.0,2,0,0,16868.07,1
22744.0,67,26,3,19114.43,0.84,0,0,1,5361.12,1
56170.95,72,24,10,19864.19,0.354,0,0,1,13947.72,1
28791.02,25,0,6,3860.43,0.134,0,0,1,0.0,0
11869.99,66,16,1,1189.16,0.1,0,0,1,13702.87,0
60424.45,37,34,1,22399.14,0.371,0,0,1,20889.73,1
29258.06,65,31,11,37059.03,1.267,0,0,0,1576.69,1
31822.02,72,34,11,19158.14,0.602,0,0,1,3763.11,1
40823.6,29,38,9,25789.62,0.632,1,0,0,3485.15,1
62851.78,39,2,0,3802.23,0.06,0,0,1,3493.95,0
40400.75,33,10,8,7825.99,0.194,2,0,1,21653.85,1
16017.66,35,18,7,20722.02,1.294,0,0,0,9494.56,1
50877.54,51,20,11,0.0,0.0,1,0,0,0.0,0
30300.21,41,31,5,16138.05,0.533,0,0,1,218.67,1
77758.48,55,28,5,25177.19,0.324,1,0,0,0.0,1
39977.61,56,28,7,13419.75,0.336,0,0,0,739.82,1
8000.0,29,6,1,15590.58,1.949,1,0,1,0.0,1
47147.3,20,27,8,15582.03,0.33,0,0,1,0.0,1
78891.96,60,31,5,8556.77,0.108,1,0,0,4201.04,1
71518.41,28,30,2,0.0,0.0,3,0,0,0.0,0
76619.09,29,23,9,16307.21,0.213,1,0,1,6787.2,0
19604.8,52,3,3,31528.07,1.608,1,0,0,11976.88,1
58243.05,32,5,10,31190.02,0.536,1,0,1,11325.99,1
25560.11,28,29,3,7376.03,0.289,1,0,1,10471.99,1
44485.79,35,34,5,8957.01,0.201,0,0,0,0.0,1
14540.95,47,33,5,4858.41,0.334,1,0,1,3271.51,1
27110.88,66,17,8,6117.33,0.226,0,0,1,20788.57,1
26475.07,74,23,2,16963.75,0.641,1,0,1,29358.94,1
57971.11,59,7,2,31659.33,0.546,0,0,1,16087.85,1
56014.38,69,23,2,49543.58,0.884,0,0,0,8587.83,1
45536.39,48,7,2,2105.93,0.046,1,0,0,0.0,1
12991.57,41,31,5,21066.86,1.621,0,0,1,20502.29,1
33767.21,64,31,7,21511.74,0.637,2,0,0,6457.25,1
25077.67,35,2,10,7561.57,0.302,0,0,0,5517.63,0
57393.52,64,37,5,349.21,0.006,3,0,1,19488.55,1
63563.7,74,31,4,20486.97,0.322,1,0,1,0.0,0
61127.71,40,15,1,47910.97,0.784,1,0,1,7295.13,1
24895.61,54,18,1,16525.27,0.664,0,0,0,0.0,1
8000.0,62,3,9,0.0,0.0,1,0,1,13529.78,0
8000.0,62,37,7,8441.01,1.055,0,0,1,24178.44,1
68432.54,29,4,6,0.0,0.0,0,0,0,12937.17,0
31974.9,72,36,5,13475.14,0.421,0,0,0,27701.59,1
24985.51,46,26,6,22749.67,0.91,0,0,0,10087.76,1
72853.21,20,36,10,6896.32,0.095,0,0,1,22434.59,0
65303.2,24,14,2,0.0,0.0,2,0,1,0.0,1
40488.97,59,35,5,18202.11,0.45,0,0,0,10102.53,1
34131.94,42,17,2,5889.91,0.173,0,0,1,0.0,1
37357.98,24,14,1,2475.75,0.066,1,0,1,11832.38,0
44543.26,47,13,8,3064.8,0.069,0,0,0,4802.02,0
72000.95,52,38,8,23203.87,0.322,0,0,1,6023.08,1
48449.35,22,18,10,8726.35,0.18,0,0,0,5863.69,1
54520.58,37,19,0,29408.74,0.539,1,0,0,18493.01,1
63385.4,44,25,2,30625.32,0.483,0,0,1,9930.79,1
16606.48,62,22,6,7601.17,0.458,0,0,0,9879.94,1
55097.24,55,21,9,7696.73,0.14,2,0,1,8165.99,1
34108.62,22,15,11,15326.49,0.449,2,0,1,15180.99,1
8000.0,53,6,9,8619.1,1.077,0,0,0,5805.22,1
8000.0,69,39,10,0.0,0.0,1,0,0,0.0,0
19637.65,21,19,9,40675.32,2.071,0,0,1,17606.86,1
50624.46,74,38,3,25777.48,0.509,1,0,0,3596.8,1
42275.99,23,18,6,7275.32,0.172,0,0,0,10795.08,1
43687.33,53,23,7,0.0,0.0,0,1,0,15631.38,0
79018.87,38,21,4,15195.41,0.192,0,0,1,0.0,1
14618.21,59,38,10,2642.17,0.181,0,0,0,0.0,1
39451.33,66,4,9,13036.53,0.33,0,0,1,0.0,1
46088.71,66,20,6,0.0,0.0,0,0,1,4513.97,0
25274.54,67,6,5,5443.75,0.215,1,0,0,18579.42,1
40566.53,64,34,9,7886.82,0.194,2,0,0,7752.43,0
8001.01,35,21,2,7915.97,0.989,0,0,0,22132.66,1
68198.12,44,36,2,13276.7,0.195,1,0,0,11259.96,1
26367.71,58,11,4,13420.53,0.509,0,0,0,2303.31,1
80628.0,27,6,1,40880.46,0.507,0,0,0,1184.94,1
39350.51,50,25,5,6209.84,0.158,2,0,1,23822.69,1
60561.07,48,5,5,2388.74,0.039,0,0,0,15811.73,1
38933.94,74,14,6,0.0,0.0,0,0,0,6196.27,0
39385.12,20,12,5,6271.84,0.159,0,1,1,9353.87,1
28319.41,23,8,10,0.0,0.0,1,0,0,3553.58,1
42382.48,19,5,3,28639.69,0.676,0,4,0,0.0,1
46359.97,49,26,4,13194.41,0.285,0,0,1,8870.02,1
24314.83,49,30,8,26523.46,1.091,0,0,1,0.0,1
37499.11,51,15,3,35735.37,0.953,2,0,0,4385.32,1
27798.02,31,11,7,0.0,0.0,0,0,0,0.0,0
85993.28,35,6,11,13388.93,0.156,1,0,1,6138.99,1
38205.38,41,27,4,33795.84,0.885,3,0,1,0.0,1
70904.64,20,32,2,19928.73,0.281,1,0,0,8683.28,0
36087.55,60,21,2,21431.4,0.594,0,0,1,14945.12,1
45185.75,20,17,0,30013.24,0.664,0,0,1,11129.06,1
13572.72,56,25,3,24804.99,1.827,0,0,0,0.0,1
31058.55,43,36,10,19261.25,0.62,2,0,0,0.0,1
44210.69,74,39,3,35366.49,0.8,0,0,0,0.0,1
71720.08,57,7,11,16148.19,0.225,1,0,0,18255.94,1
44439.66,45,19,11,22235.18,0.5,0,0,0,29887.32,1
67674.41,57,35,8,14116.06,0.209,0,0,0,1276.88,1
52814.58,24,25,11,30589.73,0.579,1,0,0,0.0,1
72548.03,28,32,4,6743.33,0.093,1,0,1,21868.06,0
38819.16,46,39,11,0.0,0.0,0,0,0,3814.56,1
87804.45,66,4,6,28604.32,0.326,0,0,1,7209.53,1
30292.08,64,24,0,0.0,0.0,0,0,0,9626.91,0
24670.76,39,21,9,0.0,0.0,0,0,1,1157.08,0
15798.94,34,11,11,30553.84,1.934,0,0,0,245.57,1
86620.49,72,26,10,33156.24,0.383,1,0,0,7223.51,0
56388.95,50,4,5,10501.38,0.186,0,0,1,3889.23,1
33317.59,24,19,1,0.0,0.0,0,0,0,0.0,0
64980.45,30,16,7,24496.65,0.377,0,0,0,0.0,1
53753.84,65,15,10,25312.96,0.471,1,0,0,6616.08,1
79322.55,69,24,10,25684.43,0.324,0,0,1,2456.73,1
9043.34,69,37,7,17967.14,1.987,1,0,0,12967.64,1
34692.8,18,37,9,10748.44,0.31,0,0,1,212.09,1
30749.57,64,28,0,6917.92,0.225,1,4,1,26125.09,1
8000.0,24,13,7,0.0,0.0,1,0,1,8522.62,1
61206.54,64,38,1,5659.7,0.092,0,0,1,8746.12,1
34592.07,68,39,8,18281.48,0.528,0,0,0,2856.93,1
54792.62,38,33,0,20548.17,0.375,0,0,0,5342.39,1
87195.44,29,34,7,30566.91,0.351,1,0,1,0.0,1
32935.13,58,32,11,0.0,0.0,0,0,0,8003.86,0
31576.94,21,30,1,0.0,0.0,0,0,1,27681.34,0
42373.28,51,29,5,8541.75,0.202,0,0,0,16965.23,0
59744.95,36,25,0,675.28,0.011,0,0,0,0.0,1
28665.74,42,25,8,15656.39,0.546,0,0,0,10901.61,1
27380.77,65,15,11,0.0,0.0,1,0,1,12457.66,1
61143.79,74,35,0,33817.86,0.553,0,0,0,23184.98,1
47572.79,40,25,6,2426.37,0.051,1,0,0,115.78,1
8000.0,34,24,9,34690.11,4.336,0,0,1,30853.36,1
15492.16,65,29,0,19413.74,1.253,0,0,0,9125.76,1
70024.72,41,3,5,1173.99,0.017,1,0,0,0.0,1
48038.57,29,36,1,46225.03,0.962,0,0,0,0.0,1
24756.08,69,23,11,16457.39,0.665,0,0,0,6811.03,1
36591.81,74,37,6,16150.97,0.441,0,0,1,10065.56,1
40264.73,34,4,6,13048.29,0.324,1,0,0,0.0,1
54714.67,27,9,11,22469.77,0.411,0,0,0,14240.55,1
12834.73,26,37,9,19164.78,1.493,1,0,0,13262.73,1
23181.02,52,27,3,0.0,0.0,0,0,1,8086.05,1
45459.12,35,25,7,11342.64,0.25,1,0,1,0.0,0
38003.31,53,16,3,15535.85,0.409,0,0,0,8192.92,1
51437.18,61,22,6,23884.82,0.464,0,0,0,26418.83,1
15409.85,18,21,9,20536.32,1.333,0,0,1,0.0,1
47142.57,67,7,11,17182.38,0.364,0,0,1,0.0,1
61831.67,19,22,11,7928.32,0.128,1,0,0,4281.28,1
49736.37,24,20,5,5949.76,0.12,1,4,0,0.0,1
42782.23,59,12,10,0.0,0.0,0,0,1,0.0,0
38082.33,53,13,10,22697.25,0.596,1,0,0,12073.71,1
23302.98,73,30,6,3090.64,0.133,0,2,1,0.0,1
38560.03,50,27,0,10979.69,0.285,0,0,0,0.0,1
65194.12,41,18,1,20085.57,0.308,0,0,1,16201.18,0
37619.43,56,24,7,13820.96,0.367,0,0,0,22010.9,1
22203.92,61,9,9,12136.22,0.547,0,0,1,33870.76,1
30155.06,56,19,10,0.0,0.0,0,0,0,0.0,1
44017.01,39,22,2,18434.64,0.419,0,0,0,11930.86,1
32529.72,72,10,10,8560.54,0.263,0,0,0,0.0,1
49706.07,35,6,9,13674.6,0.275,0,0,1,8715.37,1
50456.88,37,21,5,32415.22,0.642,2,0,0,6434.55,1
57779.66,33,37,4,23357.74,0.404,0,0,0,0.0,1
68471.19,35,18,5,8285.03,0.121,0,0,0,13280.65,1
59917.17,30,36,8,13758.01,0.23,0,4,0,7985.22,1
21315.22,51,34,9,36123.08,1.695,1,0,0,14046.13,1
21929.31,59,29,2,7582.19,0.346,2,0,0,0.0,1
38484.57,42,35,4,14446.68,0.375,0,0,1,29146.54,1
30976.49,70,16,1,23059.83,0.744,0,0,0,10638.98,1
17233.47,45,30,11,14951.22,0.868,2,0,1,11337.34,1
31166.16,44,5,4,7524.34,0.241,0,0,1,21807.2,1
30509.74,21,12,3,1899.67,0.062,0,0,0,7862.05,0
26563.05,69,22,2,12504.82,0.471,0,0,0,0.0,1
33684.21,26,1,0,23238.71,0.69,0,0,1,18899.27,1
63569.02,27,30,5,36170.41,0.569,0,0,1,6490.75,1
43984.76,71,37,9,0.0,0.0,1,0,1,17659.97,0
89436.18,47,4,3,45385.38,0.507,0,0,1,6831.61,1
43410.16,21,39,4,10014.88,0.231,1,0,0,29712.17,1
34198.68,43,3,7,27292.27,0.798,0,0,0,7441.2,1
40082.66,51,5,4,2945.24,0.073,1,0,0,1609.78,0
45129.84,18,30,8,0.0,0.0,1,0,0,11246.73,0
48705.08,61,27,3,0.0,0.0,1,0,0,3136.0,1
81534.23,56,37,5,13189.07,0.162,0,0,0,0.0,1
23093.59,18,17,11,20170.76,0.873,0,0,1,21313.71,1
57180.92,53,22,10,16185.98,0.283,0,0,1,0.0,1
44155.01,30,5,6,10661.98,0.241,1,0,0,18148.18,1
8578.05,59,27,4,27628.15,3.22,0,0,0,23864.22,1
55413.98,39,39,11,15571.19,0.281,1,0,0,4422.4,1
65352.47,29,23,5,20732.02,0.317,1,0,0,10527.84,1
22856.47,46,37,4,58951.06,2.579,0,0,0,0.0,1
39821.32,43,15,7,13861.55,0.348,0,0,0,19263.37,1
8000.0,37,39,4,362.32,0.045,2,0,1,0.0,0
14823.87,68,21,10,18696.78,1.261,0,0,1,17773.45,1
60960.59,54,5,2,27107.39,0.445,0,0,1,7863.01,1
30671.67,45,14,0,17581.92,0.573,0,0,0,0.0,1
17823.94,30,19,5,14136.08,0.793,0,0,0,802.15,1
44589.21,50,2,11,36692.39,0.823,0,0,0,12668.81,1
29551.75,19,35,0,33313.88,1.127,1,0,1,0.0,1
30583.57,68,9,9,11301.84,0.37,0,0,1,13253.11,1
54786.52,18,27,0,5826.23,0.106,1,0,1,9467.61,1
16765.33,57,36,6,18114.58,1.08,0,0,1,3803.14,1
21892.7,37,17,5,2450.77,0.112,0,0,0,12634.6,0
43081.6,58,24,1,27585.59,0.64,0,0,1,0.0,1
59388.2,38,20,8,22299.66,0.375,1,0,0,4974.15,1
64763.21,19,30,2,56526.79,0.873,0,0,1,3872.51,1
26698.77,72,1,5,34769.33,1.302,0,0,0,0.0,1
58747.54,61,14,6,0.0,0.0,1,0,1,4393.95,1
24317.15,20,24,6,4649.88,0.191,1,0,1,0.0,1
76524.19,19,3,0,0.0,0.0,1,0,0,2158.53,1
17324.58,48,34,5,0.0,0.0,0,0,1,0.0,1
66569.58,72,25,7,18364.36,0.276,0,0,0,0.0,1
26870.28,50,0,6,0.0,0.0,3,0,1,0.0,0
80264.93,18,0,8,42644.28,0.531,1,0,0,11894.56,1
51826.41,57,6,9,32551.37,0.628,0,0,0,0.0,1
19679.67,42,26,2,7895.55,0.401,0,0,1,0.0,1
29555.23,54,20,9,8030.84,0.272,2,0,0,3903.63,1
55623.62,37,19,10,37842.96,0.68,0,0,0,26721.64,1
61052.89,18,22,10,41824.4,0.685,0,0,0,0.0,1
38585.69,19,19,10,0.0,0.0,0,0,0,14733.09,0
40893.17,54,13,2,0.0,0.0,0,0,0,11283.3,1
55167.06,54,0,7,11000.34,0.199,0,0,1,28657.01,1
42635.97,36,1,5,20731.47,0.486,0,0,0,10709.25,1
14129.9,22,27,11,3707.92,0.262,1,0,0,8219.35,1
23740.52,62,29,9,19157.26,0.807,1,0,0,8167.81,1
44702.4,26,9,1,43724.72,0.978,0,0,0,7427.89,1
64309.65,28,9,11,0.0,0.0,0,0,0,14814.41,0
72319.65,43,16,8,10546.83,0.146,1,0,0,2442.59,0
55590.59,58,25,6,0.0,0.0,0,0,1,38165.76,0
45745.82,74,23,5,2025.81,0.044,0,0,0,16392.9,0
54976.28,53,22,5,11077.48,0.201,1,0,0,5893.38,1
26664.98,72,1,9,1758.33,0.066,0,0,1,5309.59,1
36935.38,55,17,9,21493.2,0.582,1,4,1,7642.06,1
23517.39,66,30,6,14616.08,0.621,1,0,1,7360.92,1
15025.15,28,23,11,15987.8,1.064,1,0,1,14244.28,1
46670.98,21,32,2,10066.63,0.216,0,0,0,10800.56,0
43710.27,56,27,5,11151.91,0.255,0,0,0,22471.77,1
53753.05,73,35,7,10114.95,0.188,0,0,0,0.0,1
50922.24,60,22,1,11362.36,0.223,0,0,0,7518.4,1
44852.89,37,22,5,20770.43,0.463,0,0,0,0.0,1
51132.33,45,22,10,0.0,0.0,0,0,0,3140.67,0
39146.34,24,10,8,18233.75,0.466,0,0,0,2743.13,1
48257.83,37,17,8,1794.82,0.037,0,0,1,15727.78,0
25477.11,56,6,1,7464.85,0.293,0,0,0,1530.51,1
47394.12,27,17,1,0.0,0.0,1,0,0,21916.02,0
53368.35,45,5,5,9956.76,0.187,1,0,0,22478.38,1
26606.37,34,19,3,16828.9,0.632,0,0,1,15111.0,1
41036.64,45,38,0,20959.93,0.511,0,0,0,0.0,1
27527.95,61,18,6,0.0,0.0,0,0,0,22331.62,1
29469.87,68,29,9,19079.57,0.647,1,0,0,3670.73,1
17501.41,41,17,8,28846.78,1.648,2,0,1,4636.55,1
65315.5,65,36,1,9126.2,0.14,1,0,0,13140.47,1
61313.7,58,8,9,16145.07,0.263,1,0,0,0.0,1
50748.68,70,33,4,0.0,0.0,0,0,1,20451.82,1
79443.92,60,28,1,4488.88,0.057,0,0,0,15956.83,0
36215.09,49,35,5,17679.31,0.488,1,0,1,37694.85,1
100635.25,56,5,2,34395.54,0.342,0,0,0,10988.63,1
35449.41,36,35,8,4555.77,0.129,1,0,1,6664.43,0
45103.87,56,36,8,54551.18,1.209,1,0,0,28047.36,1
32044.44,58,11,8,17912.79,0.559,1,0,1,0.0,1
47446.51,52,24,1,0.0,0.0,2,0,0,10278.61,1
56712.3,23,23,4,34978.97,0.617,2,0,0,6637.27,1
37721.67,47,1,5,0.0,0.0,2,0,0,20309.27,0
75534.4,58,21,11,22479.85,0.298,1,0,1,39071.23,1
44782.99,29,26,6,539.68,0.012,0,0,1,1250.78,0
45409.71,62,8,7,0.0,0.0,0,0,0,19563.57,0
21820.05,66,14,4,26614.29,1.22,0,3,1,21923.61,1
48369.98,48,23,3,10940.34,0.226,1,0,1,21146.29,1
37319.46,72,37,9,39617.03,1.062,1,0,0,10443.33,1
27835.21,66,2,10,0.0,0.0,0,0,0,15155.99,1
24470.51,44,37,0,0.0,0.0,0,0,0,0.0,0
93435.27,68,32,6,12148.54,0.13,1,0,1,25749.97,1
34730.45,71,33,9,56830.68,1.636,1,0,0,0.0,1
10860.29,24,1,1,23594.76,2.172,1,0,0,0.0,1
26035.57,74,22,7,20911.95,0.803,2,0,0,5170.5,1
38968.64,18,14,5,22700.95,0.583,1,0,1,2299.14,1
50933.34,45,36,6,7820.68,0.154,2,0,0,12346.43,1
51095.93,71,29,7,56049.85,1.097,0,0,0,4842.82,1
53532.29,59,25,10,22224.51,0.415,1,0,1,0.0,1
27102.79,33,1,1,18175.02,0.671,2,0,1,0.0,1
